업체명,카테고리,메뉴,맛,양,배달,리뷰,date
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）/1계란찜/1,4.0,4.0,4.0,배달빠르고 깔끔하고 양많고 맛도 괜찮았어요,2017년 10월 17일 화요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1소주/1,4.0,4.0,4.0,맛있게 잘먹었습니다~,2017년 10월 21일 토요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),4.0,5.0,4.0,매콤하고 맛나네요~야채가 부족한게 조금 아쉽습니다.,2018년 1월 14일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),5.0,5.0,5.0,석쇠 오삼불고기 진짜 맛있어요!! 쌈을 얼마나 싸먹었는지ㅎ 식사로도 좋았지만 안주로도 좋을듯해요!! 자주 시킬것 같아요 양도많고!!,2017년 12월 16일 토요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),5.0,5.0,4.0,맛있어요!! 근데 수저랑 젓가락을 안주셨어요....,2017년 12월 15일 금요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),1.0,1.0,1.0,내가 배달을많이시켜먹는편인데요 와세상에 아무리비가온다해도 2시간넘게 걸리는음식점은 살다가 첨보네요진짜 여기진짜비추입니다,2017년 11월 25일 토요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)추가 선택(냉열무국수 추가)),5.0,5.0,4.0,종 늦어서 그렇지 맛나요~ 푸짐하구요~,2017년 12월 8일 금요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)추가 선택(계란찜 추가)),3.0,5.0,5.0,계란찜 맛있고 불고기는 많이 달아요,2017년 12월 2일 토요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)),5.0,5.0,5.0,맛있네요 잘먹었어요,2018년 1월 14일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)),4.0,4.0,5.0,생각보다 맛있었고 괜춘함,2017년 12월 3일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1,4.0,4.0,5.0,양도많구 맛도좋구 좋아용,2017년 10월 29일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（2~3인）（공기밥2＋김치찌개＋밑반찬＋쌈）/1,5.0,5.0,5.0,너므너므 맜있어요ㅎ초고,2017년 10월 22일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),4.0,4.0,4.0,맛잇어요 /^^굿임,2018년 1월 19일 금요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),5.0,5.0,5.0,맛있게 잘 먹었습니다,2018년 1월 6일 토요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),4.0,4.0,5.0,맛있어요. 고기에 비게는 좀 많았어요. 밥은 좀 질었어요. 반찬은 좋았어요. 맛있어서 또 시키러올게요. ^^,2018년 1월 4일 목요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(매콤)),5.0,5.0,5.0,완전맛있습니다 추천해요,2017년 12월 12일 화요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)추가 선택(공기밥 추가)),5.0,5.0,5.0,여기 음식 다 맛나요 다맛 있음,2017년 11월 19일 일요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)추가 선택(계란찜 추가석쇠고기 추가)),4.0,4.0,4.0,두번째 배달입니다 매워서 이번엔 광양먹었어요 예정시간보다 빠른 배송이었어요 ㅎ 맛도 좋고 푸짐하고 전 매우 만족합니다 리뷰에 사장님 일일이 써주시는 것도 성의 있어 보이고 너무 맘에 들어요 ㅎㅎ 근데 ㅠㅠ 김치찌개 국물이 봉다리에 새서 봉다리 안이 흥건해요 ㅠㅠ 배달이니까 어쩔 수 없죠 이정도는 ㅋ다행히 메인메뉴와 추가 계란찜에는 안들어갔으니까요 ㅎㅎㅎ,2017년 12월 19일 화요일
전주석쇠불고기-본점,한식,석쇠오삼불고기（1~2인）（공기밥1＋김치찌개＋밑반찬＋쌈）/1(고기 선택(광양)추가 선택(계란찜 추가)),5.0,5.0,5.0,너므너므맛나네요좋넹,2017년 11월 9일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（中／800g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(비빔열무국수)),5.0,3.0,4.0,맛도 좋고 고기도 좋아요..근데 난 왜 양이 항상 모자르지...ㅠㅠ,2018년 4월 2일 월요일
전주석쇠불고기-본점,한식,석쇠불고기（中／800g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)추가 선택(공기밥 추가)),4.0,4.0,3.0,적당합니다. 맛도 석쇠불고기맛입니다. 보통.,2018년 4월 4일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（中／800g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)),5.0,4.0,5.0,문앞에두고 가달라고해서 기분나쁘셧을수도있는데... 죄송하고 감사하네용 맛있구요 조금짜서 밥이랑 같이먹었더니 딱이네용 국수는 맛있었지만 의외로 살짝 매운거같긴해요 나쁘지않고 매콤?한느낌이라 좋았어요,2018년 4월 16일 월요일
전주석쇠불고기-본점,한식,석쇠불고기（中／800g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(비빔열무국수)),4.0,4.0,5.0,석쇠불고기 간장맛 시켰습니다 고기를 대충대충 자르고 비계가 좀 있는 편이지만(전 비계를 먹지 않아서 더 유독 보였는지도 모르겠습니다) 맛있게 잘 먹었습니다~! 그리고; 쌈채소 좀더 깨끗이 씻어주심 더 좋았을 것입니다^^,2018년 3월 17일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（中）＋냉열무국수 or 냉열무우동/1(고기 선택(광양)메뉴 선택(냉열무국수)),5.0,5.0,5.0,빨라요 그리고 깔끔하네요,2017년 10월 18일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（中）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(파절이 추가계란찜 추가석쇠고기 추가)고기 선택(광양)메뉴 선택(냉열무국수)),4.0,4.0,4.0,괜찮아요 맛이나 배달이나,2017년 11월 4일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（中）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(주먹밥 추가))석쇠오삼불고기（中）（냉열무국수 or 냉열무우동＋쌈）/1,3.0,4.0,5.0,기름이 좀 많아요. 고기양보다 야채가 더 많은듯.,2017년 10월 22일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（中）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(석쇠고기 추가)고기 선택(매콤)메뉴 선택(냉열무국수)),5.0,5.0,5.0,맛있어요.배달도빠르고,2017년 10월 30일 월요일
전주석쇠불고기-본점,한식,석쇠불고기（中）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(광양)메뉴 선택(냉열무국수)),5.0,5.0,5.0,너무 맛있어요 어디를 주문하다 목록에 문득 보여서 주문하게 되었는데 너무너무 맛있었어요 밥 반찬으로 같이 곁들이기도 좋고 술안주로도 너무 좋을거 같아요,2018년 1월 16일 화요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(비빔열무국수)),4.0,3.0,3.0,비빔 선택했는데 물국수왓네요.,2018년 5월 6일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(비빔열무국수)),5.0,5.0,5.0,여기는 국수가 짱짱,2018년 1월 31일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)추가 선택(열무물냉면 추가)),3.0,2.0,2.0,그닥야미많진않지만얼으은많이줌ㆍ,2018년 3월 14일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)),4.0,4.0,5.0,리뷰가 좋아 처음 주문했는데 기대했던 것보다는 ... 불맛이 많이 나지 않았고 양도 그닥..;; 리뷰 음료수 남겼는데도 음료수도 안주셨더라구요.. 국수도 좀 불었구요,2018년 5월 13일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)),4.0,4.0,4.0,맛나요 국수가 땡겼는디 완전 좋음,2018년 4월 5일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(냉열무국수)),4.0,4.0,3.0,맛있어요~~~^^번창하세요~,2018년 2월 28일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(비빔열무국수)추가 선택(공기밥 추가콜라 1.25L 추가)),5.0,5.0,5.0,와우 배달도 빠르고 친절하고 거기에 맛도 기대이상 쌈장이 너무 맛있어요,2018년 5월 7일 월요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(비빔열무국수)),3.0,4.0,4.0,고기가너무 퍽퍽해요,2018년 5월 20일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(비빔열무국수)),5.0,5.0,5.0,맛있어요. 반찬 없을 때 둘이 먹기 딱 좋아요. 비빔국수도 맛있습니다.,2018년 5월 18일 금요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(비빔열무국수)),5.0,5.0,5.0,와 대박맛나요 열무국수최고,2018년 5월 2일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)추가 선택(주먹밥 추가사이다 1.25L 추가)),5.0,5.0,5.0,열무국수 짱짱 추천 (!) 생면 꾸르맛 고기도 짱짱맛 매번 맛있게 잘 먹고 있습니당 :),2018년 2월 28일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)추가 선택(쌈 추가파절이 추가김치찌개 추가)),5.0,5.0,5.0,배달 빠르네요 ~고기는 그냥 먹어두 될만큼 간이 강하지않구요 열무국수는 육수랑 열무는 맛있었어요 ㅎㅎ 마늘 많이 달랬는데 엄청 많이 주셔서 감동이었어요 다음엔 고추장양념으로 시켜보려고요 번창하셔요,2018년 4월 15일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)추가 선택(김치찌개 추가)),5.0,5.0,5.0,꾸르맛 꾸르맛 짱 꾸르맛 (!),2018년 5월 19일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)추가 선택(김치찌개 추가)),4.0,4.0,4.0,고기도 맛있었지만 열무국수도 별미네요.,2018년 2월 25일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)추가 선택(공기밥 추가사이다 1.25L 추가)),3.0,4.0,5.0,소소 만족스럽습니다,2018년 3월 10일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수))석쇠불고기（1~2인）（김치찌개＋공기밥1＋밑반찬＋쌈）/1(고기 선택(고추장)),4.0,4.0,4.0,고기 냄새도 안나고 너무 맛있게 잘 먹었어요 열무국수도 좋았어요 아쉬운점은 김치찌개에 고기가 조금만 들어갔으면 더 깊은맛이 날텐데 아쉬웠지만 그래도 깔끔하니 맛있네요 고기만 따로 추가할 수 있었으면 좋겠어요 간장 고추장 둘다 먹고 싶었는데 세트로만 주문하기엔 양이 많아서 많이 남겼어요,2018년 2월 14일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,양 많이 주셔서 감사합니다^^ 맛은 항상 맛있네요~~ 계속 주문할께요^^,2018년 5월 23일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,두명이서 먹기에 양 적당했어요 맛있어요,2018년 5월 19일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,정말 맛있어요 양도 유지해주시고 맛도 유지해주세요~^^,2018년 5월 13일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,둘이서 먹었는데도 양 진짜 많았습니다 굿굿,2018년 5월 10일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,냉열무국수가 왕좋 (!) 추천추천,2018년 4월 28일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,양도 많거 배달도 엄청빨라서 자주이용합니당,2018년 3월 15일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),5.0,5.0,5.0,맛있어요. 면도 양많아요.,2018년 3월 7일 수요일
전주석쇠불고기-본점,한식,석쇠불고기（小／600g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(간장)메뉴 선택(냉열무국수)),4.0,5.0,4.0,가끔 시켜먹는데 맛있습니다,2018년 1월 27일 토요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(공기밥 추가)고기 선택(광양)메뉴 선택(냉열무국수)),5.0,5.0,4.0,굉장히 만족스러웠습니다,2018년 1월 14일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(계란찜 추가)고기 선택(매콤)메뉴 선택(냉열무국수)),3.0,1.0,1.0,양이 넘 적어요 가격에 비해..,2017년 12월 28일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(추가 선택(계란찜 추가)고기 선택(매콤)메뉴 선택(냉열무국수)),4.0,2.0,1.0,가격대비갠찬아요.단음식싫어하시는분은시키지마세요.완전달달해요,2017년 12월 24일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(매콤)메뉴 선택(냉열무국수)),4.0,4.0,4.0,맛나요! 야식을 책임져주네요,2018년 1월 18일 목요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(매콤)메뉴 선택(냉열무국수)),5.0,5.0,5.0,많이 맵지는 않은데 다 먹고나면 맵다고 느껴지는 정도? 잘 먹었습니다ㅇ.ㅇ!,2017년 12월 26일 화요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(광양)메뉴 선택(냉열무국수)),2.0,2.0,1.0,한시간다되어가는데 안와요 전화도안받네요...,2018년 1월 7일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(광양)메뉴 선택(냉열무국수)),4.0,4.0,4.0,맛나게 잘먹었 습니다,2018년 1월 5일 금요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(광양)메뉴 선택(냉열무국수)),5.0,5.0,5.0,열무국수 너무 쉬원하고 석쇠불고기도 맛있어요 자주 시켜먹을듯 하네요~~,2017년 12월 10일 일요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1(고기 선택(광양)메뉴 선택(냉열무국수)),4.0,4.0,5.0,고기의 전체적인 맛은 괜찮은데 많이 달았어요. 부부가 고기 비계를 못먹는데 많아서 떼고 먹었어요 다음 주문은 살만 달라 해야겠어요 열무국수면은 중면이고 잘 삶아졌어요. 붇지도 않고 헹굼도 잘되있고 탱탱했어요. 국물간이 쌔지않고 열무김치가 쉬지않고 잘익어 맛있었어요 따로 양념장을 주신 부분이 좋았어요. 고기도 간이쎈데 국수도 짰으면 얹어서 못 먹었을듯요. 오랫만에 맛있는 국수 먹었어요! 고명인 오이 계란도 싱싱했고 상추 마늘 고추도 싱싱해서 맛있게 잘 먹었습니다. 종종 밥 하기 싫을때 이용할게요~ 수고하세요~,2017년 12월 5일 화요일
전주석쇠불고기-본점,한식,석쇠불고기（小）（냉열무국수 or 냉열무우동＋쌈）/1,4.0,4.0,5.0,맛도 좋고 양도 많아서 든든하게 먹었어요??,2017년 10월 23일 월요일
전주석쇠불고기-본점,한식,석쇠불고기（大／1000g）（냉열무국수 or 냉열무우동 or 비빔열무국수＋쌈）/1(고기 선택(고추장)메뉴 선택(비빔열무국수)),5.0,5.0,5.0,밥 하고 쌈도 많이 주셔서 정말 맛있게 잘 먹었습니다~~^^ 않그래도 잘 먹었지만 완전 단골 될듯~~^^,2018년 4월 7일 토요일
